20210909 205326, 21.562
20210909 205337, 21.437
20210909 205348, 22.125
20210909 205359, 24.250
20210909 205410, 25.000
20210909 205421, 25.375
20210909 205432, 25.750
20210909 205443, 29.375
20210909 205454, 31.062
20210909 205505, 32.000
20210909 205516, 32.375
20210909 205527, 32.437
20210909 205538, 32.375
20210909 205549, 31.562
20210909 205600, 30.750
20210909 205611, 30.062
20210909 205622, 29.375
20210909 205633, 28.750
20210909 205644, 28.250
20210909 205655, 27.750
